Speaker,activity,sentenceID,session,rep,name,frameTime,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,soundingPercentage,silencePercentage,silencesPerSecond,silencesMean,Type,score_lourdes
S02,Dinamica12.4,S273,3,1,29-11-2017_13-14-48-355_Dinamica12.4_1,0,31.23229,0.051644,30.10639,31.32401,32.82832,2.721922,46.43439,34.54842,30.00486,18.52101,1.343294,0.374096,0.94324,1.24978,1.863441,0.920202,17.76985,11.272,5.867513,4.566613,0.852131,0.486607,30.79483,0.227723,-0.196897,-45.29231,20.8802,0.572404,-12.50006,-1.073087,0.035345,1.194622,1.233421,0.684047,6.186255,0.760716,6.09828,1.149558,22.95417,0.35082,396.8091,0.331764,1114.269,0.15213,-0.674624,-11.39914,1419.464,0.126147,769.4457,0.268103,-18.50876,-0.4139,2422.903,0.077268,681.7188,0.342501,-22.40756,-0.293048,-14.08606,-0.372419,22.31435,0.233207,0.072986,0.36928,-0.01935,-0.664124,0.887802,0.465696,30.44865,0.23393,-0.566843,-16.00205,21.93004,0.535309,-12.12121,-1.140239,0,0,0,0,0,4.761905,1.282051,0.77,0,0,0,-22.05981,1,0,0,0,B,B
S02,Dinamica37,S274,3,1,29-11-2017_13-16-10-158_Dinamica37_1,0,30.59715,0.051141,30.13956,30.5811,31.57898,1.439417,67.13295,94.14323,33.96319,17.09664,1.09831,0.377848,0.738916,1.055263,1.412804,0.673888,12.95486,5.034822,8.461341,5.297341,0.880563,0.707297,33.55569,0.223423,10.8815,0.66398,30.79489,0.424003,-5.991772,-2.123648,0.030254,0.993052,1.280206,0.965706,7.154436,0.503244,3.207539,2.07722,28.53456,0.246471,446.3023,0.326245,1111.399,0.191369,-7.253831,-3.877658,1495.894,0.151403,810.8184,0.417919,-30.13059,-0.768783,2554.669,0.074453,784.1485,0.384005,-32.54754,-0.707171,-20.14152,-0.288079,27.73968,0.249516,0.079447,0.315661,-0.028832,-0.441649,0.910867,0.702771,33.42947,0.232079,11.06015,0.653142,31.55586,0.413315,-7.251513,-1.674819,-21.85137,34.20924,0.025641,-0.006114,0.401029,7.017544,1.212121,0.8,0.4,0.02,0,-21.57792,0.66,0.34,1.15,0.3,B,B
S02,Dinamica16.1,S275,3,1,29-11-2017_13-17-25-926_Dinamica16.1_1,0,29.77465,0.122378,28.64632,30.32734,32.03946,3.393135,72.4641,62.06403,56.43765,47.12185,1.284026,0.463809,0.711209,1.179637,1.865007,1.153798,12.19211,7.037509,10.57366,5.51208,0.75549,0.612423,28.71672,0.333868,4.780578,2.139311,28.06214,0.465491,-11.5609,-1.186275,0.042292,1.870616,1.045503,0.858389,6.541087,0.680346,3.292629,2.647728,24.2237,0.348608,417.8008,0.399489,1036.25,0.170751,-10.63807,-4.081712,1486.424,0.128833,677.5699,0.349472,-29.70288,-1.263679,2508.273,0.080769,693.1025,0.535932,-31.64922,-1.156275,-16.31832,-0.326032,24.06518,0.238062,0.078305,0.386854,-0.023002,-0.444207,0.777884,0.599579,29.8952,0.265157,4.727935,2.215952,28.33176,0.466847,-11.92199,-1.165498,-4.035149,9.275874,0.046653,-0.004881,0.449005,3.719599,1.010101,0.931429,0.702799,0.065,0.050249,-21.95907,0.76,0.24,0.76,0.31,B,M
S02,Dinamica17.3,S276,3,1,29-11-2017_13-17-46-400_Dinamica17.3_1,0,32.14053,0.098656,30.58421,32.41548,33.9251,3.340889,235.1291,200.9428,37.34494,49.82423,1.893508,0.425899,1.141156,1.83065,2.450147,1.30899,18.25306,4.897954,13.96312,6.257164,1.508074,0.552599,26.35776,0.401781,0.673779,12.57325,22.17673,0.695669,-20.25443,-0.623583,0.059435,2.349512,1.260772,0.672443,6.221995,0.674808,5.645546,1.650878,21.84305,0.27935,494.3421,0.53847,995.3441,0.178705,-16.67891,-2.991366,1539.942,0.193786,635.4711,0.406884,-31.68666,-1.411627,2643.866,0.094163,630.6527,0.364246,-33.20765,-1.309467,-13.59106,-0.347548,21.2121,0.279931,0.087026,0.320308,-0.024209,-0.493337,1.590614,0.524423,27.57375,0.356378,0.295742,29.48325,22.31846,0.691409,-20.88236,-0.631964,-6.231844,11.00905,0.071643,-0.016774,1.088842,4.379562,1.526718,0.585,0.415,0.07,0,-17.25792,0.9,0.1,0.65,0.15,B,B
S02,Dinamica17.4,S277,3,1,29-11-2017_13-18-1-55_Dinamica17.4_1,0,30.61477,0.057316,29.09123,30.39265,32.46994,3.378706,41.54251,27.74071,23.4996,16.59311,1.845387,0.400112,1.220073,1.743741,2.408756,1.188683,22.59583,13.62051,16.33489,6.112584,1.60413,0.580713,29.31592,0.258489,1.85269,5.407178,20.15238,0.6298,-13.94074,-0.890841,0.030273,1.08238,1.212043,0.737409,6.039624,0.67591,4.613318,1.569884,23.51964,0.328161,410.9129,0.304069,1065.173,0.165159,-4.990736,-5.241005,1445.285,0.114991,745.7087,0.346553,-20.95226,-1.09088,2518.022,0.061066,642.4542,0.466694,-25.60989,-0.815299,-14.88464,-0.363628,23.53625,0.259602,0.078155,0.361292,-0.022762,-0.490996,1.653183,0.571954,29.80455,0.236231,1.859698,5.464656,20.98613,0.570342,-13.6707,-0.903364,-5.608039,11.99821,0.050515,-0.007091,0.72346,5.076142,1.052632,0.925,0.125,0.02,0,-17.55951,0.71,0.29,0.72,0.4,B,M
S02,Dinamica17.1,S278,3,1,29-11-2017_13-18-21-72_Dinamica17.1_1,0,31.0337,0.073429,29.65979,31.26878,32.53116,2.87137,16.15044,10.67261,39.43507,32.96515,1.503734,0.485666,0.876023,1.33717,2.105777,1.229754,13.70714,7.377165,9.326488,5.468034,0.818427,0.653426,28.72158,0.385059,-2.61976,-4.036584,24.32927,0.575198,-16.95586,-0.89346,0.041815,2.664763,1.046935,0.90173,7.217235,0.529466,3.664174,1.879474,19.21309,0.429115,405.9447,0.305078,1105.746,0.155996,-19.53388,-2.991829,1434.362,0.119259,758.8345,0.406162,-34.82505,-1.498659,2496.375,0.05982,618.7656,0.530387,-34.67476,-1.49527,-13.16773,-0.468338,19.4474,0.378918,0.078862,0.372387,-0.021587,-0.540677,0.866388,0.62513,31.22937,0.254044,-3.083583,-3.4498,25.34985,0.548634,-18.03797,-0.849399,-0.43273,5.27622,0.03935,-0.001212,0.414548,4.025424,1.070664,0.836,0.443198,0.1,0.075166,-21.97843,0.88,0.12,0.37,0.31,B,M
S02,Dinamica17.2,S279,3,1,29-11-2017_13-19-1-658_Dinamica17.2_1,0,30.5676,0.080248,29.25401,30.5562,32.10236,2.848351,72.89637,111.3681,23.26685,13.14952,1.282963,0.502751,0.751756,1.16116,1.921901,1.170146,11.18208,6.463499,9.9033,6.040486,0.78084,0.69734,31.84974,0.227948,2.729531,3.851504,26.44809,0.479524,-13.26039,-1.141882,0.027172,1.710103,1.031745,1.03206,6.904848,0.587604,3.23398,2.230905,24.37275,0.343265,413.9512,0.290054,1145.738,0.160357,-8.640388,-3.828611,1454.548,0.134303,757.1225,0.335362,-25.51287,-1.126482,2533.02,0.074672,772.865,0.617345,-29.40499,-0.937362,-16.2769,-0.390919,23.49744,0.301376,0.065876,0.478313,-0.029387,-0.412507,0.793859,0.698499,32.21156,0.207959,2.862342,3.749309,26.79462,0.474219,-13.19713,-1.147051,-5.821841,11.18759,0.053033,-0.007768,0.535486,3.740649,1.265823,0.754,0.621791,0.06,0,-21.88016,0.86,0.14,0.43,0.33,B,M
S01,Dinamica25,S28,1,1,17-11-2017_12-12-24-0_Dinamica25_1,0,34.24467,0.126277,34.08309,35.51853,36.46334,2.380249,280.1145,185.35,17.44002,14.25372,0.990575,0.534007,0.531897,0.890828,1.336876,0.804979,6.261268,2.036688,5.629119,2.775717,0.402738,0.638826,24.45338,0.31902,-5.309482,-2.404469,13.99311,1.123616,-22.68509,-0.639149,0.039181,1.956618,1.300431,0.912536,7.208924,0.631173,12.95169,0.72873,21.49027,0.306203,597.4886,0.460218,1225.109,0.149969,-13.50311,-3.232955,1603.027,0.184309,1094.858,0.454394,-24.36812,-1.54521,2651.518,0.123273,740.8224,0.641512,-29.36308,-1.221928,-8.58668,-0.738925,20.13855,0.25352,0.076466,0.378842,-0.002615,-4.511108,0.416217,0.63657,25.70926,0.21018,-6.633879,-1.866315,13.46724,1.180853,-24.17671,-0.576847,-0.109524,5.600039,0.031542,0.003126,0.21947,2.994012,1.242236,0.76,0.19,0.06,0,-28.35037,0.83,0.17,0.99,0.17,B,M
S02,Dinamica19,S280,3,1,29-11-2017_13-22-33-346_Dinamica19_1,0,30.74706,0.139893,29.27486,30.85463,31.96201,2.687143,116.4053,164.9781,42.8238,38.43705,1.702371,0.454751,0.956216,1.582726,2.344677,1.388461,21.13581,10.32725,16.87151,7.259646,1.611759,0.698767,29.9308,0.371866,4.584738,2.181203,21.48417,0.667772,-22.3301,-0.71048,0.045481,1.938824,1.250846,0.747658,5.579305,0.828483,1.178924,7.344611,23.44398,0.51496,432.4189,0.441895,1014.762,0.197523,-4.986153,-7.50326,1450.957,0.15786,671.3239,0.292913,-21.79218,-1.534643,2627.061,0.081158,554.3821,0.772709,-26.34624,-1.196334,-16.52596,-0.444745,25.10184,0.309282,0.087125,0.322522,-0.027707,-0.404891,1.663791,0.681628,30.76969,0.330317,4.827692,2.090722,21.57692,0.670565,-23.07076,-0.683728,-0.425896,5.967523,0.035736,-0.008369,0.775553,4.672897,1.184834,0.802,0.842767,0.036667,0.012472,-16.89583,0.73,0.27,0.85,0.31,B,M
S02,Dinamica20,S281,3,1,29-11-2017_13-24-49-320_Dinamica20_1,0,30.98608,0.059271,29.54534,31.42355,32.41333,2.867989,110.6578,80.33228,15.89042,11.91622,1.037242,0.352954,0.733905,1.024583,1.369089,0.635183,11.33951,7.557005,6.787849,2.942241,0.590851,0.512969,26.86723,0.434696,6.308602,1.29679,20.17634,0.72588,-7.300766,-1.534066,0.028508,1.508126,1.10716,0.651626,6.042274,0.655812,4.229379,1.958859,22.15285,0.298627,429.9253,0.38438,1161.02,0.197544,-11.8679,-3.515741,1477.461,0.139173,772.7844,0.438622,-29.08705,-1.258551,2444.598,0.087991,924.2386,0.506399,-30.53613,-1.180397,-14.66215,-0.333718,22.10518,0.299608,0.06742,0.449233,-0.025984,-0.341977,0.617012,0.501586,27.79859,0.380974,6.031348,1.355092,20.54201,0.720001,-7.2773,-1.585145,-2.583839,7.647136,0.017279,-0.009306,0.345149,4.680851,1.746725,0.5325,0.293801,0.04,0,-25.8794,0.95,0.05,0.4,0.11,B,B
S02,Dinamica24,S282,3,1,29-11-2017_13-27-57-345_Dinamica24_1,0,30.85306,0.073376,30.13747,31.21065,32.30658,2.169104,112.6257,243.9934,28.34417,24.25751,1.413253,0.433958,0.833751,1.322345,2.030309,1.196558,16.52958,10.86011,12.18744,6.708487,0.946618,0.589398,31.98973,0.35126,0.00147,5828.483,17.49096,0.747495,-25.10959,-0.817399,0.02961,2.034701,1.189396,0.728986,6.756138,0.653934,-2.150283,-3.441821,21.57647,0.29554,426.3629,0.353102,1131.756,0.179962,-11.98594,-3.737003,1383.554,0.165357,848.455,0.317124,-25.50287,-1.621677,2492.105,0.075838,582.8389,0.656941,-29.93253,-1.320951,-15.87269,-0.294443,24.01708,0.268713,0.085023,0.349199,-0.031656,-0.414204,0.982275,0.573191,33.96543,0.239479,0.102485,80.62318,16.91375,0.769511,-26.26808,-0.786812,5.109626,-1.972509,0.047441,-0.014696,0.501047,4.12844,0.930233,1.005,0.823666,0.17,0,-19.80805,0.88,0.12,0.6,0.2,B,M
S02,Dinamica22,S283,3,1,29-11-2017_13-28-36-193_Dinamica22_1,0,28.94525,0.086894,27.78139,29.32836,30.57634,2.794954,114.4033,117.349,50.04991,50.18433,1.065017,0.427783,0.645692,0.998137,1.502018,0.856325,12.52012,5.738029,7.793399,4.575673,0.641616,0.65879,26.9045,0.426217,7.477202,1.181036,27.8694,0.446267,-8.747083,-1.570445,0.044443,2.183013,1.125384,0.830302,6.069334,0.687021,5.298889,1.925827,24.23588,0.318037,433.1459,0.407989,1066.745,0.222604,-17.77282,-2.986917,1513.717,0.142345,721.2286,0.518271,-35.5267,-1.285146,2492.822,0.091172,761.4107,0.491368,-35.96162,-1.25532,-16.91674,-0.36647,24.25702,0.289175,0.072202,0.450807,-0.024371,-0.503634,0.67444,0.637313,28.7954,0.348967,8.145367,1.060714,27.35155,0.456427,-8.988392,-1.57477,-0.025789,4.837718,0.040444,-0.007601,0.32046,4.6875,1.138952,0.802,0.28124,0.056,0.034986,-23.49391,0.75,0.25,0.83,0.3,B,M
S02,Dinamica25,S284,3,1,29-11-2017_13-29-32-379_Dinamica25_1,0,33.04116,0.054831,31.98611,33.31215,34.41417,2.428057,99.51022,140.6654,17.04109,11.00915,1.905609,0.43909,1.098482,1.824553,2.784776,1.686294,20.85407,8.105838,15.25587,8.973859,1.57254,0.644823,29.72369,0.22298,2.66023,3.604359,11.6038,1.575919,-18.35128,-0.859254,0.021903,1.3057,1.204192,0.646618,7.445385,0.533607,2.117505,4.311216,23.41945,0.335674,448.6436,0.284058,1199.232,0.14923,-2.171175,-6.033666,1484.048,0.127544,856.5042,0.379825,-18.84034,-0.722533,2649.753,0.075029,749.5587,0.557881,-24.31592,-0.479396,-15.2722,-0.324494,25.05708,0.267364,0.089588,0.311674,-0.025504,-0.414131,1.609442,0.63112,29.94051,0.223553,2.476576,3.908744,10.93557,1.653828,-18.99128,-0.822425,-8.020489,16.30865,0.042043,-0.006592,0.670847,4.621849,0.431034,2.31,0,0,0,-16.90968,0.89,0.11,0.37,0.3,B,B
S02,Dinamica31,S285,3,1,29-11-2017_13-29-7-742_Dinamica31_1,0,31.01325,0.047654,29.66627,31.11766,32.69667,3.030405,57.04536,30.77393,13.58629,26.07008,1.596074,0.452877,1.095183,1.472253,2.170297,1.075114,5.827264,5.468177,15.06295,3.381856,1.173934,0.537133,30.30821,0.290387,-1.822749,-4.70745,22.56393,0.508687,-10.49249,-1.078792,0.035453,1.17165,1.068218,0.463216,7.1182,0.406103,2.028027,2.856193,23.54748,0.224628,372.4876,0.074684,1095.639,0.136635,-42.07948,-1.890621,1405.546,0.070097,726.1094,0.254904,-53.71281,-1.283683,2424.042,0.061827,637.7386,0.257402,-57.82451,-1.15089,-14.58552,-0.293141,22.77805,0.20354,0.056655,0.421071,-0.020858,-0.478101,1.335201,0.515759,33.59853,0.247169,-1.63551,-5.626132,23.47177,0.552,-9.835263,-1.318098,-8.164509,17.52316,0.007881,-0.019609,1.077774,3.225806,3.703704,0.205,0.045,0.045,0.005,-20.05574,1,0,0,0,B,B
S02,Dinamica26,S286,3,1,29-11-2017_13-30-44-476_Dinamica26_1,0,31.07487,0.061761,30.27839,31.15932,32.49426,2.21587,159.6076,182.5355,10.38597,11.5134,1.556918,0.393471,0.961148,1.554438,2.172223,1.211075,13.09359,6.497934,11.28128,4.931295,1.078948,0.740619,32.51851,0.246437,3.737051,2.960332,28.87195,0.452302,-15.42979,-0.996022,0.020123,1.158877,1.053564,0.983527,7.966545,0.508605,0.458276,16.48032,26.25822,0.269693,445.053,0.302259,1068.376,0.180518,-9.352613,-4.187679,1557.978,0.122095,802.5996,0.520399,-29.17574,-1.179835,2573.252,0.074525,920.8881,0.585783,-32.48927,-1.010929,-18.56588,-0.358269,26.26846,0.248293,0.084807,0.302186,-0.033918,-0.425308,1.113872,0.735471,33.62987,0.200247,4.406416,2.49458,28.84838,0.463643,-17.19357,-0.819282,-7.430738,15.73772,0.048022,-0.006203,0.676652,4.074074,1.509434,0.6225,0.556973,0.03,0,-18.17386,0.74,0.26,0.82,0.31,B,M
S02,Dinamica29,S287,3,1,29-11-2017_13-32-33-248_Dinamica29_1,0,32.52287,0.097382,30.2946,33.26456,34.59678,4.302183,85.45499,104.9754,87.49854,131.0595,1.502529,0.564015,0.800193,1.211001,2.258227,1.458034,19.51932,9.618383,13.1931,5.587719,1.331876,0.743956,31.24371,0.179457,4.920968,2.341203,23.08295,0.642071,-13.57489,-1.070863,0.046302,1.454926,1.253664,0.665645,6.590301,0.670002,9.349534,0.942314,25.99031,0.313527,462.9633,0.291821,1176.7,0.125036,-3.046183,-5.762523,1585.078,0.125056,812.3225,0.503612,-22.32467,-0.555773,2652.098,0.082505,873.1308,0.567773,-24.36072,-0.474197,-18.20403,-0.318744,25.91057,0.246689,0.084966,0.430853,-0.026318,-0.386949,1.338571,0.731406,31.14945,0.181508,5.181686,2.227004,23.1547,0.647864,-13.70891,-1.069457,-17.73861,25.56972,0.121534,-0.024196,4.556763,5.128205,0.374532,2.66,0,0,0,-18.01393,1,0,0,0,B,B
S02,Dinamica30,S288,3,1,29-11-2017_13-35-41-226_Dinamica30_1,0,30.24741,0.122025,28.80369,30.50054,32.77884,3.975147,117.7781,105.5012,92.67895,103.6478,1.202509,0.58134,0.648116,0.864385,1.95866,1.310544,10.30817,6.189822,10.75453,4.704796,0.719297,0.808509,28.95491,0.25939,10.41279,0.969262,31.21977,0.283904,-11.33286,-1.007218,0.036602,2.179105,0.983626,0.878638,7.007724,0.631969,7.50054,1.114729,25.8106,0.331533,437.8031,0.340428,1198.745,0.204226,-5.249736,-4.925441,1529.904,0.148113,968.8002,0.549694,-27.07486,-0.800659,2484.563,0.104169,792.719,0.673407,-25.5232,-0.857124,-18.69035,-0.350051,24.21849,0.300631,0.054095,0.560285,-0.024758,-0.442337,0.718012,0.817685,29.20527,0.249819,10.2824,0.997231,31.53013,0.277563,-11.48451,-1.007996,-13.00301,19.12132,0.026081,-0.015013,1.094572,2.409639,0.733496,1.33,0.959062,0.04,0,-21.5676,0.88,0.12,0.63,0.19,B,B
S02,Dinamica5.1,S289,3,1,29-11-2017_13-4-5-426_Dinamica5.1_1,0,29.80874,0.065161,28.29186,29.92927,31.68048,3.38862,92.92716,127.6094,17.40066,10.89232,1.366721,0.412634,0.853695,1.277687,1.855999,1.002304,15.11726,7.906198,7.806643,3.283343,1.116014,0.657589,34.44202,0.189658,10.6878,0.938442,22.89474,0.498334,-17.04801,-0.957145,0.026609,1.705869,1.084804,0.824518,7.484371,0.45538,0.842067,8.490934,31.0842,0.290785,417.5172,0.200894,1160.428,0.169591,-1.674355,-15.39662,1438.175,0.128833,951.9057,0.449974,-23.04269,-1.006017,2537.869,0.097717,856.3926,0.603752,-30.1134,-0.718256,-21.35197,-0.276559,30.31084,0.230233,0.076948,0.365833,-0.032415,-0.327084,1.137354,0.651011,34.76191,0.183656,10.68798,0.9472,22.82525,0.496246,-17.19026,-0.963672,-17.18863,25.46624,0.063511,-0.02659,0.524334,4.402516,0.638298,1.53,1.493608,0.03,0.01,-18.86465,0.85,0.15,0.36,0.41,B,B
S01,Dinamica26,S29,1,1,17-11-2017_12-14-6-798_Dinamica26_1,0,33.60709,0.126009,32.60256,34.70664,36.2655,3.662941,306.6104,213.9672,70.6209,62.46852,0.451728,0.370517,0.289433,0.406096,0.635482,0.346049,2.288822,1.354676,2.244374,1.084918,0.167735,0.575817,20.33712,0.230509,2.569901,2.450584,23.5634,0.34918,-9.814905,-1.451135,0.031785,2.091948,1.157917,0.837473,6.879827,0.631797,19.92563,0.491922,25.24126,0.29626,444.9449,0.479107,1159.035,0.134418,-92.96942,-1.05439,1555.819,0.142274,902.9481,0.287723,-84.99308,-0.954061,2509,0.111373,624.4875,0.299238,-84.49025,-0.965246,-15.6926,-0.246313,23.29201,0.181806,0.071303,0.319632,-0.006874,-1.10696,0.203607,0.488914,23.18848,0.131909,6.146209,0.797855,27.44394,0.259184,-17.24181,-0.735353,-6.851373,16.03856,-0.015989,0.006657,0.115662,5.442177,2.112676,0.3,0.242625,0.225,0.195,-35.87221,1,0,0,0,B,M
S02,Dinamica8.2,S290,3,1,29-11-2017_13-9-34-140_Dinamica8.2_1,0,30.98161,0.049862,30.0815,31.25157,32.29863,2.217125,57.77994,66.67355,23.84371,13.20903,1.179408,0.375379,0.826799,1.137751,1.575853,0.749054,11.90114,6.31433,11.05217,5.412045,0.699922,0.62952,27.59267,0.47854,1.254367,5.824149,24.31317,0.500222,-17.79546,-0.611061,0.027025,1.071881,1.100533,0.791686,6.668009,0.573662,3.818976,1.945884,22.37635,0.26784,449.6264,0.476222,1119.128,0.141399,-18.07195,-2.953276,1450.726,0.17959,739.1111,0.490622,-34.68303,-1.365069,2480.842,0.082707,568.9749,0.357328,-36.29079,-1.279727,-13.98688,-0.403391,20.53678,0.31635,0.086041,0.268875,-0.023915,-0.461048,0.755032,0.581191,29.56879,0.366843,0.934469,8.022615,25.13953,0.4739,-18.07088,-0.582797,-0.242698,5.322416,0.073631,-0.00813,0.30007,5.128205,1.587302,0.566667,0.422874,0.065,0.015,-24.17325,0.89,0.11,0.45,0.24,B,B
S01,Dinamica2.1.1,S3,0,1,10-11-2017_12-11-51-707_Dinamica2.1.1_1,0,35.97408,0.114796,35.46374,36.68533,37.70851,2.24477,271.9671,247.9193,10.32322,7.679059,0.55164,0.369096,0.326334,0.564468,0.743929,0.417595,3.244079,1.253945,3.10944,1.538651,0.211651,0.627901,25.76442,0.159039,2.15767,3.269184,15.83347,0.521778,-15.53479,-0.738742,0.025153,2.583597,0.872668,0.964382,9.888759,0.410151,20.13568,0.688897,25.36384,0.506058,410.7007,0.325881,1145.777,0.117292,-30.00563,-2.191708,1443.798,0.108852,846.0104,0.261672,-30.68038,-1.172492,2493.042,0.071376,770.1366,0.422001,-36.07907,-0.956272,-16.73326,-0.220726,26.16336,0.175381,0.08997,0.299817,-0.008225,-0.898979,0.223986,0.58988,26.36616,0.13761,2.421264,2.943916,16.24982,0.521865,-16.70201,-0.670264,-8.729828,19.48482,0.031183,0.000353,0.10795,3.940887,1.020408,0.925,0.505,0.035,0.015,-33.35777,1,0,0,0,B,B
S01,Dinamica29,S30,1,1,17-11-2017_12-16-17-201_Dinamica29_1,0,28.57632,0.230972,24.79967,27.4545,35.13685,10.33718,122.9392,13.68069,265.1688,111.226,0.707666,0.55555,0.332377,0.640653,1.07048,0.738103,2.948239,1.235983,4.136568,1.926481,0.307491,0.75937,23.67713,0.188602,-12.1723,-0.530034,3.289353,1.199773,-10.79651,-0.886472,0.165959,1.013845,1.529007,0.776717,-0.056423,-84.27881,-1.075734,-7.132896,14.18304,0.582508,539.4315,0.490002,1271.706,0.135604,-81.896,-1.180807,1519.862,0.203058,1070.34,0.46216,-71.1244,-1.28194,2567.605,0.133529,846.8687,0.479129,-76.93969,-1.133206,-5.127209,-0.576207,17.21406,0.167716,0.080405,0.256197,-0.005855,-1.651052,0.454005,0.454288,26.17273,0.125565,-15.27798,-0.350237,2.69114,1.433421,-16.97762,-0.349281,-3.335374,13.16917,0.027541,-0.002442,0.116358,1.904762,3.125,0.196667,0.128149,0.103333,0.041899,-34.02588,1,0,0,0,B,M
S01,Dinamica29,S31,1,3,17-11-2017_12-17-7-244_Dinamica29_3,0,37.04115,0.085465,34.82539,37.39909,39.92818,5.102787,24.42434,13.39066,149.7554,136.7078,1.108643,0.469214,0.637432,0.980641,1.604563,0.967131,8.127209,4.196976,8.43825,3.327504,0.452054,0.49465,24.2551,0.329971,-11.80934,-0.991126,7.750049,1.775404,-24.10834,-0.466586,0.02359,1.462764,1.077931,0.774215,6.525271,0.679507,4.464695,2.03087,16.37876,0.539248,514.4551,0.45784,1270.612,0.149494,-26.3884,-2.184335,1505.141,0.166019,1042.665,0.353953,-20.63081,-1.942808,2495.33,0.11888,811.0765,0.515786,-27.20787,-1.417307,-7.193287,-0.665591,18.39469,0.334849,0.070704,0.4292,-0.01026,-1.192663,0.474345,0.4648,25.20663,0.290068,-12.44473,-0.923855,8.115526,1.759046,-25.32735,-0.424654,-3.634439,13.39704,0.048529,-0.009757,0.201045,3.773585,1.55642,0.5975,0.512902,0.036667,0.012472,-28.45389,0.5,0.5,0.56,0.9,B,M
