Speaker;activity;sentenceID;session;rep;name;frameTime;F0semitoneFrom27,5Hz_sma3nz_amean;F0semitoneFrom27,5Hz_sma3nz_stddevNorm;F0semitoneFrom27,5Hz_sma3nz_percentile20,0;F0semitoneFrom27,5Hz_sma3nz_percentile50,0;F0semitoneFrom27,5Hz_sma3nz_percentile80,0;F0semitoneFrom27,5Hz_sma3nz_pctlrange0-2;F0semitoneFrom27,5Hz_sma3nz_meanRisingSlope;F0semitoneFrom27,5Hz_sma3nz_stddevRisingSlope;F0semitoneFrom27,5Hz_sma3nz_meanFallingSlope;F0semitoneFrom27,5Hz_sma3nz_stddevFallingSlope;loudness_sma3_amean;loudness_sma3_stddevNorm;loudness_sma3_percentile20,0;loudness_sma3_percentile50,0;loudness_sma3_percentile80,0;loudness_sma3_pctlrange0-2;loudness_sma3_meanRisingSlope;loudness_sma3_stddevRisingSlope;loudness_sma3_meanFallingSlope;loudness_sma3_stddevFallingSlope;spectralFlux_sma3_amean;spectralFlux_sma3_stddevNorm;mfcc1_sma3_amean;mfcc1_sma3_stddevNorm;mfcc2_sma3_amean;mfcc2_sma3_stddevNorm;mfcc3_sma3_amean;mfcc3_sma3_stddevNorm;mfcc4_sma3_amean;mfcc4_sma3_stddevNorm;jitterLocal_sma3nz_amean;jitterLocal_sma3nz_stddevNorm;shimmerLocaldB_sma3nz_amean;shimmerLocaldB_sma3nz_stddevNorm;HNRdBACF_sma3nz_amean;HNRdBACF_sma3nz_stddevNorm;logRelF0-H1-H2_sma3nz_amean;logRelF0-H1-H2_sma3nz_stddevNorm;logRelF0-H1-A3_sma3nz_amean;logRelF0-H1-A3_sma3nz_stddevNorm;F1frequency_sma3nz_amean;F1frequency_sma3nz_stddevNorm;F1bandwidth_sma3nz_amean;F1bandwidth_sma3nz_stddevNorm;F1amplitudeLogRelF0_sma3nz_amean;F1amplitudeLogRelF0_sma3nz_stddevNorm;F2frequency_sma3nz_amean;F2frequency_sma3nz_stddevNorm;F2bandwidth_sma3nz_amean;F2bandwidth_sma3nz_stddevNorm;F2amplitudeLogRelF0_sma3nz_amean;F2amplitudeLogRelF0_sma3nz_stddevNorm;F3frequency_sma3nz_amean;F3frequency_sma3nz_stddevNorm;F3bandwidth_sma3nz_amean;F3bandwidth_sma3nz_stddevNorm;F3amplitudeLogRelF0_sma3nz_amean;F3amplitudeLogRelF0_sma3nz_stddevNorm;alphaRatioV_sma3nz_amean;alphaRatioV_sma3nz_stddevNorm;hammarbergIndexV_sma3nz_amean;hammarbergIndexV_sma3nz_stddevNorm;slopeV0-500_sma3nz_amean;slopeV0-500_sma3nz_stddevNorm;slopeV500-1500_sma3nz_amean;slopeV500-1500_sma3nz_stddevNorm;spectralFluxV_sma3nz_amean;spectralFluxV_sma3nz_stddevNorm;mfcc1V_sma3nz_amean;mfcc1V_sma3nz_stddevNorm;mfcc2V_sma3nz_amean;mfcc2V_sma3nz_stddevNorm;mfcc3V_sma3nz_amean;mfcc3V_sma3nz_stddevNorm;mfcc4V_sma3nz_amean;mfcc4V_sma3nz_stddevNorm;alphaRatioUV_sma3nz_amean;hammarbergIndexUV_sma3nz_amean;slopeUV0-500_sma3nz_amean;slopeUV500-1500_sma3nz_amean;spectralFluxUV_sma3nz_amean;loudnessPeaksPerSec;VoicedSegmentsPerSec;MeanVoicedSegmentLengthSec;StddevVoicedSegmentLengthSec;MeanUnvoicedSegmentLength;StddevUnvoicedSegmentLength;equivalentSoundLevel_dBp;soundingPercentage;silencePercentage;silencesPerSecond;silencesMean;Type
U4;Dinamica2,2;S94;1;1;10-12-2015_13-57-9-749_Dinamica2,2_1;0,000000;3,944427e+001;5,261270e-002;3,910440e+001;3,992636e+001;4,064834e+001;1,543938e+000;2,563607e+002;2,915610e+002;1,064091e+001;1,910269e+001;3,321976e+000;6,160412e-001;2,061185e+000;2,420916e+000;4,584046e+000;2,522861e+000;3,793084e+001;2,049827e+001;3,540798e+001;2,491150e+001;2,123329e+000;9,433309e-001;-2,223281e-001;-3,006837e+001;-1,558841e+000;-7,994821e+000;1,471919e+001;6,135931e-001;-1,978011e+001;-7,536553e-001;2,756224e-002;1,796120e+000;1,045987e+000;6,270966e-001;4,833961e+000;7,722121e-001;7,113664e+000;6,559517e-001;3,177987e+000;2,521025e+000;9,473132e+002;4,585139e-001;7,714763e+002;4,913742e-001;-5,109467e+001;-1,357718e+000;1,971535e+003;1,884409e-001;6,367493e+002;5,188786e-001;-3,939285e+001;-1,510518e+000;2,980591e+003;1,353012e-001;6,675288e+002;4,489112e-001;-3,554678e+001;-1,718329e+000;-1,493594e+000;-3,316331e+000;6,103291e+000;9,940259e-001;4,028908e-002;1,282898e+000;-1,760952e-002;-4,922318e-001;2,274038e+000;9,363736e-001;4,818801e-001;1,305851e+001;-1,028570e+000;-1,281638e+001;1,451664e+001;6,380416e-001;-2,018921e+001;-7,753505e-001;3,849295e+000;3,865020e-001;3,772121e-002;-1,542685e-002;1,264306e+000;3,861004e+000;1,581028e+000;5,400000e-001;3,186691e-001;7,250000e-002;1,920286e-002;-1,523151e+001;0,81;0,19;0,31;0,59;B
U4;Dinamica1,2;S95;2;1;14-1-2016_13-14-17-331_Dinamica1,2_1;0,000000;3,972004e+001;1,687726e-001;3,600578e+001;3,716144e+001;4,589170e+001;9,885914e+000;2,170425e+002;2,170893e+002;6,508874e+001;3,780882e+001;3,064644e+000;5,423187e-001;1,643798e+000;2,753239e+000;4,206391e+000;2,562593e+000;3,261742e+001;3,472898e+001;3,342196e+001;1,475851e+001;1,967035e+000;6,531487e-001;-1,288857e+000;-9,296926e+000;-5,829172e-001;-1,993788e+001;7,774235e+000;1,788721e+000;-3,276180e+001;-5,074192e-001;2,779740e-002;1,117932e+000;1,411797e+000;4,846233e-001;3,966329e+000;9,786062e-001;6,193361e+000;2,031301e+000;6,678056e+000;1,602265e+000;8,188089e+002;3,719088e-001;7,875754e+002;2,637620e-001;-5,205503e+001;-1,476833e+000;2,024534e+003;1,950711e-001;4,096387e+002;6,207129e-001;-4,397687e+001;-1,449459e+000;3,056248e+003;1,144142e-001;6,092484e+002;4,519638e-001;-3,657021e+001;-1,789319e+000;1,498182e+000;4,447933e+000;3,571367e+000;2,113180e+000;1,022934e-001;4,510726e-001;-8,243355e-003;-2,058922e+000;2,151897e+000;6,486456e-001;-4,015708e-001;-2,574631e+001;-3,241308e+000;-3,001954e+000;6,176105e+000;2,392105e+000;-3,642977e+001;-3,833291e-001;6,448331e+000;-9,196530e-001;1,249882e-003;-8,274389e-005;1,370293e+000;3,508772e+000;3,030303e+000;2,680000e-001;1,921874e-001;5,500000e-002;2,692582e-002;-1,720350e+001;0,89;0,11;1,03;0,1;B
U4;Dinamica2,2;S96;2;1;14-1-2016_13-16-40-759_Dinamica2,2_1;0,000000;3,928665e+001;1,242493e-001;3,595057e+001;3,854012e+001;4,078804e+001;4,837475e+000;1,049920e+002;5,075941e+001;1,957549e+002;1,489578e+002;3,399922e+000;5,701316e-001;1,637792e+000;3,015060e+000;5,433142e+000;3,795350e+000;2,880351e+001;1,590136e+001;3,308760e+001;1,631903e+001;2,341763e+000;7,070303e-001;-4,319480e+000;-2,424401e+000;1,388700e+000;5,860155e+000;6,602565e+000;2,520025e+000;-3,265047e+001;-5,889560e-001;4,007293e-002;1,516576e+000;1,430155e+000;6,365967e-001;2,688032e+000;1,501661e+000;6,465217e+000;1,423381e+000;7,901581e+000;9,327242e-001;8,402593e+002;4,222822e-001;8,024364e+002;3,488052e-001;-7,215601e+001;-1,226293e+000;1,980633e+003;2,071281e-001;3,909887e+002;5,158126e-001;-5,975544e+001;-1,287512e+000;3,028705e+003;1,211006e-001;6,222056e+002;3,994205e-001;-5,422152e+001;-1,452942e+000;5,247759e-001;9,691603e+000;3,878426e+000;1,370060e+000;7,055057e-002;5,590791e-001;-1,710528e-002;-7,915725e-001;2,802557e+000;6,047424e-001;-1,311095e+000;-6,335536e+000;-1,040629e+000;-7,280698e+000;3,879414e+000;4,367420e+000;-3,973390e+001;-4,284763e-001;1,026925e+001;-4,466079e+000;5,448064e-003;-5,052111e-003;1,206649e+000;4,294478e+000;2,547771e+000;2,875000e-001;1,362672e-001;1,100000e-001;6,164414e-002;-1,574984e+001;1,0;0,0;0,0;0,0;B
U4;Dinamica3,1;S97;2;1;14-1-2016_13-23-31-287_Dinamica3,1_1;0,000000;3,772263e+001;8,672388e-002;3,597750e+001;3,786757e+001;3,861112e+001;2,633614e+000;1,599426e+002;1,860594e+002;3,423186e+001;5,014838e+001;2,810119e+000;4,938135e-001;1,501418e+000;2,507623e+000;3,842780e+000;2,341361e+000;2,823369e+001;2,011485e+001;1,857877e+001;8,760386e+000;1,746835e+000;7,311234e-001;-3,663911e+000;-2,558813e+000;-1,271570e+000;-7,301699e+000;1,556299e+001;1,051110e+000;-3,517347e+001;-4,630031e-001;1,931328e-002;1,166699e+000;1,338315e+000;5,486738e-001;2,760061e+000;1,357436e+000;9,562574e+000;1,159050e+000;4,649505e+000;1,325756e+000;8,968844e+002;4,122109e-001;7,533900e+002;3,773075e-001;-2,594625e+001;-2,111723e+000;2,063644e+003;1,736038e-001;3,836424e+002;6,905434e-001;-2,470159e+001;-1,828530e+000;3,084692e+003;1,159488e-001;6,784293e+002;4,799736e-001;-1,598739e+001;-2,890755e+000;2,137714e+000;2,177128e+000;2,058966e+000;2,449759e+000;9,264917e-002;3,760591e-001;-1,842359e-002;-6,702716e-001;1,825296e+000;7,342709e-001;-2,112326e+000;-3,539717e+000;-2,085157e+000;-4,270898e+000;1,607346e+001;1,056077e+000;-3,785368e+001;-3,724971e-001;1,252368e+001;-5,876655e+000;-4,133180e-003;2,910524e-003;1,028044e+000;4,166667e+000;1,418440e+000;6,475000e-001;3,746582e-001;5,333333e-002;3,299832e-002;-1,870614e+001;0,68;0,32;0,7;0,46;B
U4;Dinamica3,2;S98;2;1;14-1-2016_13-23-58-318_Dinamica3,2_1;0,000000;3,800549e+001;1,264397e-001;3,552908e+001;3,686877e+001;3,879136e+001;3,262280e+000;4,583510e+002;8,608043e+002;8,144424e+001;6,764408e+001;2,381053e+000;5,006923e-001;1,470116e+000;2,071051e+000;3,349456e+000;1,879340e+000;2,680128e+001;1,508570e+001;1,639960e+001;5,666195e+000;1,381845e+000;7,993661e-001;-7,126143e+000;-1,721837e+000;2,845018e+000;3,854720e+000;2,323763e+001;7,132937e-001;-2,632078e+001;-5,752193e-001;3,426404e-002;1,319477e+000;1,518012e+000;6,648789e-001;2,319217e+000;1,915167e+000;1,193467e+001;9,087129e-001;2,762664e+000;3,247525e+000;8,298538e+002;4,840539e-001;7,080619e+002;4,526652e-001;-5,220377e+001;-1,434882e+000;1,994483e+003;1,954637e-001;4,479807e+002;5,692689e-001;-4,013336e+001;-1,539174e+000;3,024752e+003;1,198730e-001;6,469849e+002;2,877421e-001;-3,032572e+001;-2,135373e+000;2,636216e+000;2,475543e+000;2,052905e+000;3,213889e+000;9,554486e-002;3,404779e-001;-1,806275e-002;-5,759259e-001;1,498763e+000;8,015893e-001;-3,837606e+000;-2,353011e+000;1,519021e+000;7,321234e+000;2,351996e+001;7,422155e-001;-2,945538e+001;-4,660595e-001;1,585746e+001;-9,564773e+000;3,432189e-002;-2,310211e-003;6,896204e-001;3,773585e+000;1,923077e+000;4,383333e-001;4,327977e-001;7,600000e-002;4,270831e-002;-2,097979e+001;0,8;0,2;0,76;0,26;B
U4;Dinamica4,2;S99;2;1;14-1-2016_13-26-16-734_Dinamica4,2_1;0,000000;3,805381e+001;1,240120e-001;3,552992e+001;3,667043e+001;3,832883e+001;2,798916e+000;6,347509e+002;9,374146e+002;5,405347e+001;4,090643e+001;2,405700e+000;5,389057e-001;1,195375e+000;2,241099e+000;3,452292e+000;2,256917e+000;2,484308e+001;1,517382e+001;1,426401e+001;8,466599e+000;1,444793e+000;7,421660e-001;-9,640945e-001;-1,137748e+001;-3,853351e-001;-2,496088e+001;9,869711e+000;1,592045e+000;-3,139907e+001;-5,484910e-001;2,840671e-002;1,327166e+000;1,320870e+000;7,157881e-001;3,281667e+000;1,597472e+000;9,113077e+000;9,758794e-001;7,930481e+000;1,165168e+000;8,749703e+002;3,435476e-001;7,952475e+002;3,504747e-001;-4,415476e+001;-1,609363e+000;2,004236e+003;1,797813e-001;4,708440e+002;4,927571e-001;-3,842798e+001;-1,561083e+000;3,059273e+003;1,124178e-001;5,651277e+002;3,841969e-001;-3,145636e+001;-1,973210e+000;-1,403484e-001;-5,200878e+001;4,904379e+000;1,679229e+000;9,400789e-002;3,391256e-001;-1,135830e-002;-1,022351e+000;1,600305e+000;6,811405e-001;8,865602e-001;1,018396e+001;-1,115554e+000;-7,963405e+000;9,255695e+000;1,821835e+000;-3,448655e+001;-4,768822e-001;8,223266e+000;-1,700544e+000;3,243601e-002;-3,857540e-003;6,893243e-001;3,952569e+000;1,612903e+000;5,300000e-001;5,388877e-001;6,750000e-002;3,561952e-002;-2,048677e+001;0,94;0,06;0,37;0,15;B
U4;Dinamica4,3;S100;2;1;14-1-2016_13-26-49-29_Dinamica4,3_1;0,000000;3,859169e+001;1,871271e-001;3,262122e+001;3,727120e+001;3,904018e+001;6,418964e+000;8,393644e+002;1,272087e+003;1,367500e+002;1,227412e+002;2,340039e+000;5,298540e-001;1,365796e+000;1,946543e+000;3,269797e+000;1,904001e+000;3,081287e+001;3,237368e+001;1,220481e+001;7,158980e+000;1,227513e+000;8,574743e-001;-1,410225e+001;-1,000823e+000;2,888947e+000;4,346823e+000;2,117660e+001;6,724092e-001;-2,189565e+001;-5,560411e-001;3,303891e-002;1,322845e+000;1,678607e+000;7,090887e-001;1,495164e-001;3,326651e+001;4,975760e+000;1,999267e+000;-1,609792e+000;-5,713702e+000;1,018360e+003;3,464386e-001;5,105112e+002;6,315658e-001;-8,192599e+001;-1,067899e+000;2,158434e+003;1,565743e-001;5,278772e+002;4,702115e-001;-6,605488e+001;-1,287310e+000;3,176326e+003;9,101348e-002;7,962861e+002;2,516606e-001;-5,958469e+001;-1,483999e+000;5,632265e+000;1,009079e+000;-1,023015e+000;-5,652869e+000;8,462422e-002;3,497605e-001;-2,281108e-002;-5,928629e-001;1,472559e+000;8,072922e-001;-8,121928e+000;-1,119028e+000;-1,569033e+000;-7,697388e+000;2,235398e+001;7,131020e-001;-2,625245e+001;-3,655929e-001;1,796109e+001;-1,169896e+001;2,785707e-002;-4,836333e-003;7,255627e-001;3,225806e+000;2,479339e+000;2,716666e-001;1,720869e-001;1,116667e-001;8,112063e-002;-2,127638e+001;0,55;0,45;0,44;1,04;B
U4;Dinamica4,3;S101;2;2;14-1-2016_13-27-1-235_Dinamica4,3_2;0,000000;3,805594e+001;1,639214e-001;3,435563e+001;3,617015e+001;3,827454e+001;3,918915e+000;7,242227e+002;8,105187e+002;1,212495e+002;8,330878e+001;2,291469e+000;4,991944e-001;1,218989e+000;2,017055e+000;3,450441e+000;2,231452e+000;2,193611e+001;1,549541e+001;9,587048e+000;7,752190e+000;1,152072e+000;6,159453e-001;-1,201610e+001;-9,690162e-001;1,278955e+000;8,576198e+000;1,724395e+001;7,822115e-001;-2,266740e+001;-7,308217e-001;2,095818e-002;1,072192e+000;1,319140e+000;5,459628e-001;2,287694e+000;1,803310e+000;3,269382e+000;3,333808e+000;-6,377368e-002;-1,339236e+002;1,031031e+003;3,122821e-001;5,693435e+002;5,527583e-001;-8,963415e+001;-1,014807e+000;2,203804e+003;1,400397e-001;4,955884e+002;4,430467e-001;-7,437319e+001;-1,204887e+000;3,235561e+003;9,123993e-002;7,510018e+002;3,052649e-001;-6,956107e+001;-1,333372e+000;5,499084e+000;1,155402e+000;-5,562594e-001;-9,308141e+000;9,470402e-002;3,174331e-001;-1,841324e-002;-6,042274e-001;1,462218e+000;4,702685e-001;-7,331218e+000;-1,219024e+000;-3,966877e+000;-2,184241e+000;1,755024e+001;9,318051e-001;-2,954144e+001;-5,043815e-001;1,271362e+001;-6,015758e+000;1,347464e-002;-7,716577e-003;6,208191e-001;3,500000e+000;3,076923e+000;2,000000e-001;1,447987e-001;1,280000e-001;6,675327e-002;-2,207867e+001;1,0;0,0;0,0;0,0;B
U4;Dinamica1,2;S102;3;1;28-1-2016_13-49-41-848_Dinamica1,2_1;0,000000;3,628761e+001;1,486942e-001;3,627254e+001;3,752022e+001;3,922023e+001;2,947685e+000;2,286918e+002;2,343756e+002;5,448734e+001;2,696227e+001;3,283811e+000;6,143177e-001;1,711435e+000;2,444009e+000;4,816595e+000;3,105159e+000;3,362400e+001;2,154200e+001;2,917947e+001;2,614777e+001;2,387813e+000;1,119960e+000;5,649996e+000;1,490776e+000;1,005993e+001;1,078569e+000;1,688589e+001;7,918714e-001;-1,507949e+001;-1,551148e+000;4,559925e-002;2,116649e+000;9,563015e-001;7,471362e-001;6,438090e+000;7,634760e-001;1,149889e+001;6,774492e-001;7,809063e+000;1,289230e+000;8,085478e+002;5,264795e-001;9,430262e+002;3,961479e-001;-3,211135e+001;-1,534131e+000;1,878663e+003;2,073516e-001;5,357811e+002;5,305029e-001;-2,830751e+001;-1,320915e+000;2,874584e+003;1,331133e-001;6,113754e+002;3,351005e-001;-2,419893e+001;-1,566840e+000;-7,851046e+000;-7,499945e-001;1,295015e+001;4,721642e-001;3,911556e-002;1,362419e+000;-1,759575e-002;-5,440312e-001;2,433613e+000;1,124136e+000;5,700088e+000;1,249761e+000;9,719753e+000;1,134011e+000;1,690604e+001;7,981048e-001;-1,453539e+001;-1,626613e+000;1,431153e+000;3,775529e+000;2,071926e-002;-1,147809e-002;1,574365e+000;2,654867e+000;9,009009e-001;1,050000e+000;5,909879e-001;6,500000e-002;5,000000e-003;-1,300852e+001;0,64;0,36;1,13;0,32;B
U4;Dinamica1,2;S103;3;2;28-1-2016_13-49-56-36_Dinamica1,2_2;0,000000;3,770241e+001;6,239382e-002;3,630760e+001;3,705622e+001;3,907777e+001;2,770168e+000;2,823977e+002;5,205480e+002;1,988953e+000;1,266511e+001;3,376240e+000;6,962089e-001;1,492505e+000;2,508624e+000;5,810395e+000;4,317890e+000;2,842911e+001;1,535553e+001;3,749047e+001;1,442045e+001;2,509712e+000;1,084399e+000;5,636438e+000;1,380368e+000;3,924265e+000;2,993396e+000;1,818003e+001;6,631138e-001;-2,061902e+001;-8,166212e-001;2,247738e-002;1,150290e+000;9,747694e-001;8,480954e-001;7,119363e+000;6,625533e-001;7,826516e+000;8,302841e-001;6,830954e+000;1,054338e+000;9,409170e+002;4,257867e-001;8,076669e+002;4,549375e-001;-5,098294e+001;-1,311880e+000;2,022103e+003;1,698239e-001;5,248474e+002;5,490493e-001;-4,271332e+001;-1,336864e+000;3,021888e+003;1,164836e-001;6,216962e+002;3,469854e-001;-3,957287e+001;-1,471970e+000;-6,846372e+000;-1,037923e+000;1,299703e+001;6,065397e-001;5,674295e-002;7,477313e-001;-1,390142e-002;-6,795900e-001;2,577838e+000;1,044578e+000;5,903293e+000;1,089893e+000;3,639281e+000;3,208214e+000;1,830601e+001;6,950908e-001;-2,136127e+001;-8,279426e-001;2,430958e-002;5,644829e+000;2,653698e-003;-5,379571e-003;2,226454e+000;2,373887e+000;1,812689e+000;4,716667e-001;5,592380e-001;7,400000e-002;3,006659e-002;-1,353678e+001;0,78;0,22;0,23;0,96;B
U4;Dinamica2,2;S104;3;1;28-1-2016_13-52-37-229_Dinamica2,2_1;0,000000;3,571867e+001;8,710794e-002;3,449238e+001;3,608954e+001;3,684474e+001;2,352360e+000;5,436562e+001;2,127820e+001;2,381627e+001;1,790595e+001;3,679326e+000;4,042574e-001;2,316253e+000;3,539794e+000;4,942580e+000;2,626327e+000;4,219836e+001;3,458469e+001;3,276333e+001;2,009724e+001;2,216778e+000;6,443389e-001;5,005715e+000;2,181843e+000;2,586055e+000;3,847654e+000;1,849122e+001;6,891391e-001;-2,460140e+001;-6,320422e-001;2,106463e-002;2,207878e+000;1,020570e+000;8,018254e-001;6,303370e+000;7,458460e-001;1,147249e+001;9,327435e-001;1,049060e+001;8,196284e-001;6,944099e+002;5,583066e-001;9,274198e+002;2,776975e-001;-4,445594e+001;-1,549272e+000;1,816128e+003;2,000246e-001;4,185215e+002;6,641155e-001;-3,601104e+001;-1,480263e+000;2,837230e+003;1,232674e-001;5,276729e+002;3,847791e-001;-3,109052e+001;-1,759492e+000;-4,570940e+000;-1,189520e+000;9,559855e+000;5,779210e-001;8,380479e-002;4,512862e-001;-1,598800e-002;-8,419176e-001;2,360500e+000;6,247976e-001;7,540920e+000;1,033353e+000;1,878843e+000;5,438808e+000;1,930559e+001;6,786444e-001;-2,618077e+001;-5,918090e-001;8,404470e+000;-4,113916e+000;6,593155e-003;-6,765345e-003;1,260283e+000;3,644647e+000;1,152074e+000;7,700000e-001;5,057667e-001;9,500000e-002;2,291288e-002;-1,490500e+001;0,71;0,29;0,16;1,8;B
U4;Dinamica2,2;S105;3;2;28-1-2016_13-52-54-691_Dinamica2,2_2;0,000000;3,776223e+001;1,053626e-001;3,691346e+001;3,813415e+001;3,930189e+001;2,388424e+000;4,018226e+001;1,460724e+001;2,414823e+001;1,473282e+000;5,012006e+000;4,680851e-001;3,233039e+000;4,285102e+000;7,474815e+000;4,241776e+000;4,328942e+001;2,444049e+001;4,187905e+001;1,196688e+001;3,931479e+000;6,932160e-001;3,735241e+000;2,670745e+000;-1,347072e+000;-7,503311e+000;9,000172e+000;1,335284e+000;-2,727535e+001;-5,102387e-001;2,088601e-002;1,972405e+000;8,534921e-001;8,821933e-001;6,732278e+000;7,245296e-001;8,655709e+000;1,272139e+000;9,626280e+000;9,045673e-001;7,275825e+002;4,763580e-001;8,999998e+002;2,813589e-001;-5,017185e+001;-1,453609e+000;1,866915e+003;2,125923e-001;4,180525e+002;6,583067e-001;-3,847790e+001;-1,548887e+000;2,949183e+003;1,197262e-001;4,624273e+002;5,535739e-001;-3,674267e+001;-1,634775e+000;-3,352289e+000;-1,459136e+000;9,213989e+000;6,039134e-001;5,959629e-002;5,812037e-001;-1,905892e-002;-5,850355e-001;4,171429e+000;6,360422e-001;5,513968e+000;1,404180e+000;-2,405397e+000;-4,044345e+000;8,563437e+000;1,470721e+000;-2,979671e+001;-4,478298e-001;4,377134e+000;1,676308e+000;2,246393e-002;-4,946781e-003;2,781048e+000;3,903904e+000;2,134146e+000;3,957143e-001;3,995661e-001;5,285714e-002;2,249716e-002;-1,077256e+001;1,0;0,0;0,0;0,0;B
U4;Dinamica3,1;S106;3;1;28-1-2016_13-55-22-304_Dinamica3,1_1;0,000000;3,754671e+001;5,027511e-002;3,637297e+001;3,781405e+001;3,872873e+001;2,355759e+000;6,914666e+001;1,008765e+002;1,771926e+001;1,288573e+001;3,725827e+000;4,949568e-001;2,256333e+000;3,422951e+000;5,342796e+000;3,086463e+000;3,787239e+001;2,164992e+001;3,381699e+001;2,255178e+001;2,624788e+000;8,353354e-001;6,583930e+000;1,133704e+000;3,565917e+000;2,415741e+000;1,913867e+001;6,125527e-001;-2,254699e+001;-6,341671e-001;2,017411e-002;1,632754e+000;9,896551e-001;7,997088e-001;6,982810e+000;5,795787e-001;1,121706e+001;5,682847e-001;1,138359e+001;6,996495e-001;6,795738e+002;6,010585e-001;9,936227e+002;3,459613e-001;-5,260953e+001;-1,351128e+000;1,759299e+003;1,972546e-001;6,003007e+002;5,745286e-001;-3,684202e+001;-1,426334e+000;2,751161e+003;1,214062e-001;5,304230e+002;4,334139e-001;-3,472631e+001;-1,530546e+000;-5,908351e+000;-7,466126e-001;1,121630e+001;4,599579e-001;5,390139e-002;8,415334e-001;-2,281598e-002;-4,361246e-001;2,669569e+000;8,421448e-001;7,482389e+000;8,050042e-001;3,124450e+000;2,721935e+000;1,976181e+001;6,050182e-001;-2,389567e+001;-5,955691e-001;-1,562523e-001;5,407053e+000;3,071247e-002;-1,260383e-002;2,360824e+000;3,586498e+000;1,709402e+000;5,137500e-001;2,282508e-001;6,000000e-002;2,203893e-002;-1,347666e+001;0,94;0,06;0,4;0,15;B
U4;Dinamica3,2;S107;3;1;28-1-2016_13-55-53-805_Dinamica3,2_1;0,000000;3,796233e+001;1,010804e-001;3,485283e+001;3,851025e+001;4,018322e+001;5,330391e+000;2,959677e+002;2,976918e+002;7,195464e+001;9,408018e+001;4,062106e+000;4,772313e-001;2,408025e+000;3,535713e+000;6,172094e+000;3,764069e+000;4,328776e+001;2,159887e+001;2,500567e+001;1,544098e+001;3,179537e+000;6,598330e-001;1,107175e+000;1,234491e+001;3,716950e+000;2,725575e+000;1,319679e+001;1,149221e+000;-2,463958e+001;-8,489909e-001;4,441431e-002;2,041933e+000;1,118531e+000;5,965200e-001;4,328702e+000;1,052074e+000;1,033889e+001;7,192622e-001;1,234804e+001;7,114217e-001;6,096839e+002;5,356044e-001;9,366136e+002;3,096014e-001;-8,012354e+001;-1,123095e+000;1,776170e+003;2,215200e-001;4,450299e+002;7,174608e-001;-5,918628e+001;-1,251271e+000;2,805629e+003;1,205875e-001;5,452450e+002;5,410259e-001;-5,571634e+001;-1,355026e+000;-4,435003e+000;-1,219971e+000;1,020256e+001;5,715456e-001;5,856192e-002;8,589031e-001;-2,481017e-002;-5,421974e-001;3,529514e+000;6,032599e-001;6,734704e+000;1,341998e+000;1,373454e+000;7,301683e+000;1,143582e+001;1,379130e+000;-3,114959e+001;-6,144009e-001;9,369912e+000;-3,342320e+000;1,285649e-002;-9,170647e-003;1,994108e+000;3,325416e+000;1,923077e+000;3,912500e-001;2,357137e-001;1,062500e-001;7,793226e-002;-1,236980e+001;0,57;0,43;0,54;0,81;B
U4;Dinamica3,2;S108;3;2;28-1-2016_13-56-20-719_Dinamica3,2_2;0,000000;3,672248e+001;1,953794e-001;3,517638e+001;3,775487e+001;4,006982e+001;4,893436e+000;3,583225e+002;3,182372e+002;1,025631e+002;8,008015e+001;4,247322e+000;4,508826e-001;2,680087e+000;3,792389e+000;5,654340e+000;2,974253e+000;4,147465e+001;1,732281e+001;2,700640e+001;1,937801e+001;3,936037e+000;7,888350e-001;4,623028e+000;2,576667e+000;3,588625e+000;3,247796e+000;1,545064e+001;7,340509e-001;-2,448236e+001;-6,843379e-001;4,828143e-002;1,957008e+000;1,099077e+000;7,331807e-001;3,998887e+000;1,465845e+000;1,051677e+001;1,110779e+000;1,163198e+001;1,127226e+000;6,924341e+002;5,212936e-001;9,456068e+002;3,614761e-001;-6,250256e+001;-1,307221e+000;1,820988e+003;2,124456e-001;5,657072e+002;7,492740e-001;-4,925669e+001;-1,338117e+000;2,813861e+003;1,349447e-001;6,086547e+002;4,066774e-001;-4,642457e+001;-1,451037e+000;-4,980630e+000;-1,349352e+000;1,054653e+001;7,511743e-001;5,011624e-002;1,083618e+000;-2,414848e-002;-5,140305e-001;4,070313e+000;7,634016e-001;7,175670e+000;1,338033e+000;1,885613e+000;5,789368e+000;1,517233e+001;8,060734e-001;-2,777468e+001;-5,768075e-001;2,236057e+000;3,027358e+000;9,102580e-003;-1,308370e-002;3,047182e+000;4,040404e+000;2,564103e+000;3,100000e-001;2,225309e-001;6,555555e-002;3,861810e-002;-1,084588e+001;0,52;0,48;0,79;0,6;B
